Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
42,2004,6,Madhya Pradesh,Shajapur,rice,480.0,583.33,14.58325,6.99996,12.83326,6999.96,3359.9808,6159.964800000001,25.0,80.0,6.5,1200.0,2.0,18.0
42,2004,6,Madhya Pradesh,Shajapur,maize,43260.0,1613.73,43.570710000000005,19.36476,27.43341,1884868.9146000005,837719.5176,1186769.3166,22.0,70.0,6.0,800.0,2.5,20.0
42,2004,6,Madhya Pradesh,Shajapur,chickpea,101070.0,916.99,16.50582,9.1699,16.50582,1668243.2274,926801.793,1668243.2274,20.0,60.0,6.5,600.0,1.5,16.0
42,2005,6,Madhya Pradesh,Shajapur,rice,330.0,515.15,12.87875,6.1818,11.3333,4249.9875,2039.994,3739.989,25.0,80.0,6.5,1200.0,2.0,18.0
42,2005,6,Madhya Pradesh,Shajapur,maize,44310.0,1793.73,48.430710000000005,21.52476,30.49341,2145964.7601,953762.1156,1351162.9971,22.0,70.0,6.0,800.0,2.5,20.0
42,2005,6,Madhya Pradesh,Shajapur,chickpea,80220.0,879.96,15.839280000000002,8.799600000000002,15.839280000000002,1270627.0416,705903.9120000001,1270627.0416,20.0,60.0,6.5,600.0,1.5,16.0
42,2006,6,Madhya Pradesh,Shajapur,rice,300.0,433.33,10.83325,5.19996,9.53326,3249.975,1559.988,2859.978,25.0,80.0,6.5,1200.0,2.0,18.0
42,2006,6,Madhya Pradesh,Shajapur,maize,43490.0,625.66,16.89282,7.50792,10.63622,734668.7418,326519.44080000004,462569.2078,22.0,70.0,6.0,800.0,2.5,20.0
42,2006,6,Madhya Pradesh,Shajapur,chickpea,99420.0,1114.06,20.05308,11.1406,20.05308,1993677.2136,1107598.452,1993677.2136,20.0,60.0,6.5,600.0,1.5,16.0
42,2007,6,Madhya Pradesh,Shajapur,rice,200.0,350.0,8.75,4.199999999999999,7.699999999999999,1750.0,839.9999999999999,1539.9999999999998,25.0,80.0,6.5,1200.0,2.0,18.0
42,2007,6,Madhya Pradesh,Shajapur,maize,41700.0,793.76,21.43152,9.52512,13.49392,893694.384,397197.5040000001,562696.464,22.0,70.0,6.0,800.0,2.5,20.0
42,2007,6,Madhya Pradesh,Shajapur,chickpea,132300.0,566.89,10.20402,5.6689,10.20402,1349991.846,749995.47,1349991.846,20.0,60.0,6.5,600.0,1.5,16.0
42,2008,6,Madhya Pradesh,Shajapur,rice,200.0,350.0,8.75,4.199999999999999,7.699999999999999,1750.0,839.9999999999999,1539.9999999999998,25.0,80.0,6.5,1200.0,2.0,18.0
42,2008,6,Madhya Pradesh,Shajapur,maize,41700.0,882.49,23.82723,10.58988,15.00233,993595.491,441597.996,625597.1610000001,22.0,70.0,6.0,800.0,2.5,20.0
42,2008,6,Madhya Pradesh,Shajapur,chickpea,124400.0,861.74,15.51132,8.6174,15.51132,1929608.208,1072004.56,1929608.208,20.0,60.0,6.5,600.0,1.5,16.0
42,2009,6,Madhya Pradesh,Shajapur,rice,200.0,500.0,12.5,6.0,11.0,2500.0,1200.0,2200.0,25.0,80.0,6.5,1200.0,2.0,18.0
42,2009,6,Madhya Pradesh,Shajapur,maize,39600.0,818.18,22.09086,9.81816,13.909059999999998,874798.056,388799.136,550798.776,22.0,70.0,6.0,800.0,2.5,20.0
42,2009,6,Madhya Pradesh,Shajapur,chickpea,152000.0,1148.03,20.66454,11.4803,20.66454,3141010.08,1745005.6,3141010.08,20.0,60.0,6.5,600.0,1.5,16.0
42,2010,6,Madhya Pradesh,Shajapur,rice,100.0,1000.0,25.0,12.0,22.0,2500.0,1200.0,2200.0,25.0,80.0,6.5,1200.0,2.0,18.0
42,2010,6,Madhya Pradesh,Shajapur,maize,39100.0,1506.39,40.67253,18.076680000000003,25.60863,1590295.9230000002,706798.1880000001,1001297.433,22.0,70.0,6.0,800.0,2.5,20.0
42,2010,6,Madhya Pradesh,Shajapur,chickpea,168800.0,568.72,10.23696,5.6872,10.23696,1727998.848,959999.36,1727998.848,20.0,60.0,6.5,600.0,1.5,16.0
42,2011,6,Madhya Pradesh,Shajapur,rice,100.0,1000.0,25.0,12.0,22.0,2500.0,1200.0,2200.0,25.0,80.0,6.5,1200.0,2.0,18.0
42,2011,6,Madhya Pradesh,Shajapur,maize,39100.0,636.83,17.19441,7.64196,10.82611,672301.4310000001,298800.636,423300.901,22.0,70.0,6.0,800.0,2.5,20.0
42,2011,6,Madhya Pradesh,Shajapur,chickpea,190700.0,643.94,11.59092,6.439400000000001,11.59092,2210388.444,1227993.58,2210388.444,20.0,60.0,6.5,600.0,1.5,16.0
42,2012,6,Madhya Pradesh,Shajapur,rice,70.0,571.43,14.28575,6.85716,12.57146,1000.0025,480.0012,880.0022,25.0,80.0,6.5,1200.0,2.0,18.0
42,2012,6,Madhya Pradesh,Shajapur,maize,32860.0,2011.87,54.32049,24.14244,34.20179,1784971.3014,793320.5784,1123870.8194000002,22.0,70.0,6.0,800.0,2.5,20.0
42,2012,6,Madhya Pradesh,Shajapur,chickpea,135790.0,605.86,10.90548,6.0586,10.90548,1480855.1292,822697.294,1480855.1292,20.0,60.0,6.5,600.0,1.5,16.0
42,2013,6,Madhya Pradesh,Shajapur,rice,40.0,500.0,12.5,6.0,11.0,500.0,240.0,440.0,25.0,80.0,6.5,1200.0,2.0,18.0
42,2013,6,Madhya Pradesh,Shajapur,maize,25550.0,1085.71,29.31417,13.02852,18.45707,748977.0434999999,332878.686,471578.1385,22.0,70.0,6.0,800.0,2.5,20.0
42,2013,6,Madhya Pradesh,Shajapur,chickpea,107590.0,635.47,11.43846,6.354699999999999,11.43846,1230663.9114,683702.173,1230663.9114,20.0,60.0,6.5,600.0,1.5,16.0
42,2014,6,Madhya Pradesh,Shajapur,maize,44000.0,2045.45,55.22715000000001,24.5454,34.772650000000006,2429994.600000001,1079997.6,1529996.6000000003,22.0,70.0,6.0,800.0,2.5,20.0
42,2014,6,Madhya Pradesh,Shajapur,chickpea,126000.0,1642.86,29.57148,16.4286,29.57148,3726006.48,2070003.6,3726006.48,20.0,60.0,6.5,600.0,1.5,16.0
42,2014,6,Madhya Pradesh,Shajapur,cotton,7000.0,154.29,4.16583,1.85148,4.16583,29160.81,12960.36,29160.81,28.0,65.0,6.0,700.0,3.0,22.0
42,2015,6,Madhya Pradesh,Shajapur,maize,27000.0,1333.33,35.99991,15.999959999999998,22.66661,971997.57,431998.9199999999,611998.47,22.0,70.0,6.0,800.0,2.5,20.0
42,2015,6,Madhya Pradesh,Shajapur,chickpea,114000.0,1061.4,19.105200000000004,10.614,19.105200000000004,2177992.8000000003,1209996.0,2177992.8000000003,20.0,60.0,6.5,600.0,1.5,16.0
42,2016,6,Madhya Pradesh,Shajapur,maize,24000.0,1875.0,50.625,22.5,31.875,1215000.0,540000.0,765000.0,22.0,70.0,6.0,800.0,2.5,20.0
42,2016,6,Madhya Pradesh,Shajapur,chickpea,125000.0,1016.0,18.288,10.16,18.288,2286000.0,1270000.0,2286000.0,20.0,60.0,6.5,600.0,1.5,16.0
42,2017,6,Madhya Pradesh,Shajapur,rice,50.0,800.0,20.0,9.6,17.6,1000.0,480.00000000000006,880.0000000000001,25.0,80.0,6.5,1200.0,2.0,18.0
42,2017,6,Madhya Pradesh,Shajapur,maize,22420.0,3243.98,87.58746000000001,38.92776,55.14766,1963710.8532,872760.3792,1236410.5372,22.0,70.0,6.0,800.0,2.5,20.0
42,2017,6,Madhya Pradesh,Shajapur,chickpea,136400.0,1173.97,21.13146,11.7397,21.13146,2882331.144,1601295.0799999998,2882331.144,20.0,60.0,6.5,600.0,1.5,16.0
43,1966,6,Madhya Pradesh,Hoshangabad,rice,10000.0,400.0,10.0,4.800000000000001,8.8,100000.0,48000.00000000001,88000.0,25.0,80.0,6.5,1200.0,2.0,18.0
43,1966,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1000.0,27.0,12.0,17.0,54000.0,24000.0,34000.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1966,6,Madhya Pradesh,Hoshangabad,chickpea,48000.0,354.17,6.37506,3.5417000000000005,6.37506,306002.88,170001.60000000003,306002.88,20.0,60.0,6.5,600.0,1.5,16.0
43,1966,6,Madhya Pradesh,Hoshangabad,cotton,35000.0,57.14,1.54278,0.6856800000000001,1.54278,53997.3,23998.800000000003,53997.3,28.0,65.0,6.0,700.0,3.0,22.0
43,1967,6,Madhya Pradesh,Hoshangabad,rice,10000.0,1000.0,25.0,12.0,22.0,250000.0,120000.0,220000.0,25.0,80.0,6.5,1200.0,2.0,18.0
43,1967,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1500.0,40.5,18.0,25.5,81000.0,36000.0,51000.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1967,6,Madhya Pradesh,Hoshangabad,chickpea,45000.0,400.0,7.2,4.0,7.2,324000.0,180000.0,324000.0,20.0,60.0,6.5,600.0,1.5,16.0
43,1967,6,Madhya Pradesh,Hoshangabad,cotton,32000.0,62.5,1.6875,0.75,1.6875,54000.0,24000.0,54000.0,28.0,65.0,6.0,700.0,3.0,22.0
43,1968,6,Madhya Pradesh,Hoshangabad,rice,10600.0,849.06,21.2265,10.18872,18.67932,225000.9,108000.432,198000.792,25.0,80.0,6.5,1200.0,2.0,18.0
43,1968,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1000.0,27.0,12.0,17.0,54000.0,24000.0,34000.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1968,6,Madhya Pradesh,Hoshangabad,chickpea,42600.0,375.59,6.760619999999999,3.7559,6.760619999999999,288002.41199999995,160001.33999999997,288002.41199999995,20.0,60.0,6.5,600.0,1.5,16.0
43,1968,6,Madhya Pradesh,Hoshangabad,cotton,34900.0,57.31,1.54737,0.68772,1.54737,54003.213,24001.428,54003.213,28.0,65.0,6.0,700.0,3.0,22.0
43,1969,6,Madhya Pradesh,Hoshangabad,rice,10200.0,833.33,20.83325,9.99996,18.33326,212499.15,101999.592,186999.252,25.0,80.0,6.5,1200.0,2.0,18.0
43,1969,6,Madhya Pradesh,Hoshangabad,maize,2000.0,900.0,24.3,10.8,15.3,48600.0,21600.0,30600.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1969,6,Madhya Pradesh,Hoshangabad,chickpea,44700.0,286.35,5.154300000000001,2.8635000000000006,5.154300000000001,230397.21000000005,127998.45000000004,230397.21000000005,20.0,60.0,6.5,600.0,1.5,16.0
43,1969,6,Madhya Pradesh,Hoshangabad,cotton,34600.0,80.92,2.1848400000000003,0.97104,2.1848400000000003,75595.464,33597.984000000004,75595.464,28.0,65.0,6.0,700.0,3.0,22.0
43,1970,6,Madhya Pradesh,Hoshangabad,rice,10200.0,970.59,24.264750000000003,11.64708,21.35298,247500.45000000004,118800.216,217800.39600000004,25.0,80.0,6.5,1200.0,2.0,18.0
43,1970,6,Madhya Pradesh,Hoshangabad,maize,1800.0,1388.89,37.50003,16.666680000000003,23.611130000000003,67500.054,30000.024000000005,42500.03400000001,22.0,70.0,6.0,800.0,2.5,20.0
43,1970,6,Madhya Pradesh,Hoshangabad,chickpea,40300.0,459.06,8.26308,4.5906,8.26308,333002.124,185001.18,333002.124,20.0,60.0,6.5,600.0,1.5,16.0
43,1970,6,Madhya Pradesh,Hoshangabad,cotton,33000.0,45.45,1.2271500000000002,0.5454000000000001,1.2271500000000002,40495.95,17998.200000000004,40495.95,28.0,65.0,6.0,700.0,3.0,22.0
43,1971,6,Madhya Pradesh,Hoshangabad,rice,11200.0,1008.93,25.22325,12.10716,22.19646,282500.4,135600.19199999998,248600.352,25.0,80.0,6.5,1200.0,2.0,18.0
43,1971,6,Madhya Pradesh,Hoshangabad,maize,1800.0,1222.22,32.99994,14.66664,20.77774,59399.89200000001,26399.952,37399.932,22.0,70.0,6.0,800.0,2.5,20.0
43,1971,6,Madhya Pradesh,Hoshangabad,chickpea,38100.0,595.8,10.7244,5.958,10.7244,408599.64,226999.8,408599.64,20.0,60.0,6.5,600.0,1.5,16.0
43,1971,6,Madhya Pradesh,Hoshangabad,cotton,32600.0,70.55,1.90485,0.8466,1.90485,62098.11000000001,27599.16,62098.11000000001,28.0,65.0,6.0,700.0,3.0,22.0
43,1972,6,Madhya Pradesh,Hoshangabad,rice,12000.0,758.33,18.958250000000003,9.09996,16.68326,227499.00000000003,109199.52000000002,200199.12,25.0,80.0,6.5,1200.0,2.0,18.0
43,1972,6,Madhya Pradesh,Hoshangabad,maize,1900.0,1157.89,31.26303,13.89468,19.684130000000003,59399.757,26399.892000000003,37399.84700000001,22.0,70.0,6.0,800.0,2.5,20.0
43,1972,6,Madhya Pradesh,Hoshangabad,chickpea,44000.0,570.45,10.2681,5.7045,10.2681,451796.4,250998.00000000003,451796.4,20.0,60.0,6.5,600.0,1.5,16.0
43,1972,6,Madhya Pradesh,Hoshangabad,cotton,32200.000000000004,114.91,3.10257,1.37892,3.10257,99902.75400000002,44401.224,99902.75400000002,28.0,65.0,6.0,700.0,3.0,22.0
43,1973,6,Madhya Pradesh,Hoshangabad,rice,11100.0,1135.14,28.378500000000003,13.62168,24.97308,315001.35000000003,151200.64800000002,277201.188,25.0,80.0,6.5,1200.0,2.0,18.0
43,1973,6,Madhya Pradesh,Hoshangabad,maize,1800.0,888.89,24.00003,10.66668,15.11113,43200.054,19200.024,27200.034,22.0,70.0,6.0,800.0,2.5,20.0
43,1973,6,Madhya Pradesh,Hoshangabad,chickpea,47800.0,518.83,9.33894,5.1883,9.33894,446401.33200000005,248000.74,446401.33200000005,20.0,60.0,6.5,600.0,1.5,16.0
43,1973,6,Madhya Pradesh,Hoshangabad,cotton,34700.0,57.64,1.55628,0.6916800000000001,1.55628,54002.916000000005,24001.296,54002.916000000005,28.0,65.0,6.0,700.0,3.0,22.0
43,1974,6,Madhya Pradesh,Hoshangabad,rice,10400.0,750.0,18.75,9.0,16.5,195000.0,93600.0,171600.0,25.0,80.0,6.5,1200.0,2.0,18.0
43,1974,6,Madhya Pradesh,Hoshangabad,maize,1700.0,1176.47,31.76469,14.117640000000002,19.999990000000004,53999.973000000005,23999.988,33999.98300000001,22.0,70.0,6.0,800.0,2.5,20.0
43,1974,6,Madhya Pradesh,Hoshangabad,chickpea,43500.0,664.37,11.95866,6.6437,11.95866,520201.71,289000.95,520201.71,20.0,60.0,6.5,600.0,1.5,16.0
43,1974,6,Madhya Pradesh,Hoshangabad,cotton,35200.0,107.95,2.91465,1.2954,2.91465,102595.68,45598.08,102595.68,28.0,65.0,6.0,700.0,3.0,22.0
43,1975,6,Madhya Pradesh,Hoshangabad,rice,10600.0,886.79,22.16975,10.64148,19.50938,234999.35,112799.688,206799.428,25.0,80.0,6.5,1200.0,2.0,18.0
43,1975,6,Madhya Pradesh,Hoshangabad,maize,1800.0,1055.56,28.500120000000003,12.666720000000002,17.94452,51300.21600000001,22800.096,32300.136,22.0,70.0,6.0,800.0,2.5,20.0
43,1975,6,Madhya Pradesh,Hoshangabad,chickpea,49800.0,692.77,12.46986,6.9277,12.46986,620999.028,344999.46,620999.028,20.0,60.0,6.5,600.0,1.5,16.0
43,1975,6,Madhya Pradesh,Hoshangabad,cotton,33300.0,48.05,1.2973499999999998,0.5766,1.2973499999999998,43201.75499999999,19200.78,43201.75499999999,28.0,65.0,6.0,700.0,3.0,22.0
43,1976,6,Madhya Pradesh,Hoshangabad,rice,10000.0,850.0,21.25,10.2,18.7,212500.0,102000.0,187000.0,25.0,80.0,6.5,1200.0,2.0,18.0
43,1976,6,Madhya Pradesh,Hoshangabad,maize,1800.0,1277.78,34.50006,15.33336,21.72226,62100.10799999999,27600.048,39100.068,22.0,70.0,6.0,800.0,2.5,20.0
43,1976,6,Madhya Pradesh,Hoshangabad,chickpea,51300.0,387.91,6.982380000000001,3.8791,6.982380000000001,358196.09400000004,198997.83,358196.09400000004,20.0,60.0,6.5,600.0,1.5,16.0
43,1976,6,Madhya Pradesh,Hoshangabad,cotton,34500.0,69.57,1.87839,0.8348399999999999,1.87839,64804.455,28801.98,64804.455,28.0,65.0,6.0,700.0,3.0,22.0
43,1977,6,Madhya Pradesh,Hoshangabad,rice,10600.0,933.96,23.349,11.20752,20.54712,247499.4,118799.712,217799.472,25.0,80.0,6.5,1200.0,2.0,18.0
43,1977,6,Madhya Pradesh,Hoshangabad,maize,1900.0,1000.0,27.0,12.0,17.0,51300.0,22800.0,32300.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1977,6,Madhya Pradesh,Hoshangabad,chickpea,47100.0,484.08,8.71344,4.8408,8.71344,410403.024,228001.68,410403.024,20.0,60.0,6.5,600.0,1.5,16.0
43,1977,6,Madhya Pradesh,Hoshangabad,cotton,34800.0,63.22,1.70694,0.75864,1.70694,59401.512,26400.672,59401.512,28.0,65.0,6.0,700.0,3.0,22.0
43,1978,6,Madhya Pradesh,Hoshangabad,rice,11300.0,893.81,22.34525,10.72572,19.66382,252501.325,121200.63599999998,222201.16600000003,25.0,80.0,6.5,1200.0,2.0,18.0
43,1978,6,Madhya Pradesh,Hoshangabad,maize,1800.0,1000.0,27.0,12.0,17.0,48600.0,21600.0,30600.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1978,6,Madhya Pradesh,Hoshangabad,chickpea,46700.0,513.92,9.250559999999998,5.139199999999999,9.250559999999998,432001.152,240000.64,432001.152,20.0,60.0,6.5,600.0,1.5,16.0
43,1978,6,Madhya Pradesh,Hoshangabad,cotton,35900.0,64.07,1.7298899999999997,0.7688399999999999,1.7298899999999997,62103.05099999999,27601.356,62103.05099999999,28.0,65.0,6.0,700.0,3.0,22.0
43,1979,6,Madhya Pradesh,Hoshangabad,rice,11900.0,352.94,8.8235,4.23528,7.764679999999999,104999.65,50399.832,92399.692,25.0,80.0,6.5,1200.0,2.0,18.0
43,1979,6,Madhya Pradesh,Hoshangabad,maize,1000.0,1500.0,40.5,18.0,25.5,40500.0,18000.0,25500.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1979,6,Madhya Pradesh,Hoshangabad,chickpea,58500.0,377.78,6.800039999999999,3.7778,6.800039999999999,397802.34,221001.3,397802.34,20.0,60.0,6.5,600.0,1.5,16.0
43,1979,6,Madhya Pradesh,Hoshangabad,cotton,32800.0,60.98,1.64646,0.73176,1.64646,54003.888,24001.728,54003.888,28.0,65.0,6.0,700.0,3.0,22.0
43,1980,6,Madhya Pradesh,Hoshangabad,rice,11600.0,784.48,19.612,9.41376,17.258560000000003,227499.2,109199.616,200199.29600000003,25.0,80.0,6.5,1200.0,2.0,18.0
43,1980,6,Madhya Pradesh,Hoshangabad,maize,1000.0,1700.0,45.9,20.4,28.9,45900.0,20400.0,28900.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1980,6,Madhya Pradesh,Hoshangabad,chickpea,48600.0,524.69,9.44442,5.246900000000001,9.44442,458998.812,254999.34000000003,458998.812,20.0,60.0,6.5,600.0,1.5,16.0
43,1980,6,Madhya Pradesh,Hoshangabad,cotton,31800.0,66.04,1.78308,0.7924800000000001,1.78308,56701.944,25200.864,56701.944,28.0,65.0,6.0,700.0,3.0,22.0
43,1981,6,Madhya Pradesh,Hoshangabad,rice,12400.0,846.77,21.16925,10.16124,18.62894,262498.7,125999.376,230998.856,25.0,80.0,6.5,1200.0,2.0,18.0
43,1981,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1200.0,32.4,14.4,20.4,64800.0,28800.0,40800.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1981,6,Madhya Pradesh,Hoshangabad,chickpea,54600.0,597.07,10.747260000000002,5.970700000000001,10.747260000000002,586800.3960000002,326000.22000000003,586800.3960000002,20.0,60.0,6.5,600.0,1.5,16.0
43,1981,6,Madhya Pradesh,Hoshangabad,cotton,32800.0,79.27,2.14029,0.95124,2.14029,70201.51199999999,31200.671999999995,70201.51199999999,28.0,65.0,6.0,700.0,3.0,22.0
43,1982,6,Madhya Pradesh,Hoshangabad,rice,12200.0,1081.97,27.04925,12.98364,23.80334,330000.85000000003,158400.40800000002,290400.748,25.0,80.0,6.5,1200.0,2.0,18.0
43,1982,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1400.0,37.8,16.799999999999997,23.8,75600.0,33599.99999999999,47599.99999999999,22.0,70.0,6.0,800.0,2.5,20.0
43,1982,6,Madhya Pradesh,Hoshangabad,chickpea,64200.0,613.71,11.046780000000002,6.137100000000001,11.046780000000002,709203.2760000001,394001.82000000007,709203.2760000001,20.0,60.0,6.5,600.0,1.5,16.0
43,1982,6,Madhya Pradesh,Hoshangabad,cotton,31000.0,80.65,2.17755,0.9678,2.17755,67504.05,30001.8,67504.05,28.0,65.0,6.0,700.0,3.0,22.0
43,1983,6,Madhya Pradesh,Hoshangabad,rice,12800.0,1171.88,29.297,14.06256,25.78136,375001.6,180000.768,330001.408,25.0,80.0,6.5,1200.0,2.0,18.0
43,1983,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1450.0,39.15,17.4,24.65,78300.0,34800.0,49300.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1983,6,Madhya Pradesh,Hoshangabad,chickpea,60600.0,575.91,10.36638,5.759099999999999,10.36638,628202.628,349001.46,628202.628,20.0,60.0,6.5,600.0,1.5,16.0
43,1983,6,Madhya Pradesh,Hoshangabad,cotton,29100.0,54.98,1.48446,0.6597599999999999,1.48446,43197.786,19199.016,43197.786,28.0,65.0,6.0,700.0,3.0,22.0
43,1984,6,Madhya Pradesh,Hoshangabad,rice,13500.0,992.59,24.814750000000004,11.911080000000002,21.83698,334999.12500000006,160799.58000000002,294799.23,25.0,80.0,6.5,1200.0,2.0,18.0
43,1984,6,Madhya Pradesh,Hoshangabad,maize,2300.0,1478.26,39.91302,17.73912,25.13042,91799.946,40799.976,57799.96599999999,22.0,70.0,6.0,800.0,2.5,20.0
43,1984,6,Madhya Pradesh,Hoshangabad,chickpea,54500.0,906.42,16.31556,9.0642,16.31556,889198.02,493998.9,889198.02,20.0,60.0,6.5,600.0,1.5,16.0
43,1984,6,Madhya Pradesh,Hoshangabad,cotton,33500.0,98.51,2.65977,1.18212,2.65977,89102.295,39601.02,89102.295,28.0,65.0,6.0,700.0,3.0,22.0
43,1985,6,Madhya Pradesh,Hoshangabad,rice,12800.0,1429.69,35.742250000000006,17.156280000000002,31.453180000000003,457500.8000000001,219600.384,402600.704,25.0,80.0,6.5,1200.0,2.0,18.0
43,1985,6,Madhya Pradesh,Hoshangabad,maize,2400.0,958.33,25.87491,11.49996,16.29161,62099.784,27599.904,39099.864,22.0,70.0,6.0,800.0,2.5,20.0
43,1985,6,Madhya Pradesh,Hoshangabad,chickpea,65400.00000000001,535.17,9.63306,5.351699999999999,9.63306,630002.124,350001.18,630002.124,20.0,60.0,6.5,600.0,1.5,16.0
43,1985,6,Madhya Pradesh,Hoshangabad,cotton,29200.0,113.01,3.05127,1.35612,3.05127,89097.084,39598.704,89097.084,28.0,65.0,6.0,700.0,3.0,22.0
43,1986,6,Madhya Pradesh,Hoshangabad,rice,12600.0,1396.83,34.92075,16.761960000000002,30.73026,440001.45,211200.69600000005,387201.276,25.0,80.0,6.5,1200.0,2.0,18.0
43,1986,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1500.0,40.5,18.0,25.5,81000.0,36000.0,51000.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1986,6,Madhya Pradesh,Hoshangabad,chickpea,75000.0,800.0,14.4,8.0,14.4,1080000.0,600000.0,1080000.0,20.0,60.0,6.5,600.0,1.5,16.0
43,1986,6,Madhya Pradesh,Hoshangabad,cotton,31000.0,129.03,3.48381,1.5483600000000002,3.48381,107998.11,47999.16,107998.11,28.0,65.0,6.0,700.0,3.0,22.0
43,1987,6,Madhya Pradesh,Hoshangabad,rice,13000.0,1076.92,26.923,12.92304,23.69224,349999.0,167999.52,307999.12,25.0,80.0,6.5,1200.0,2.0,18.0
43,1987,6,Madhya Pradesh,Hoshangabad,maize,2000.0,1500.0,40.5,18.0,25.5,81000.0,36000.0,51000.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1987,6,Madhya Pradesh,Hoshangabad,chickpea,83000.0,783.13,14.09634,7.8313,14.09634,1169996.22,649997.9,1169996.22,20.0,60.0,6.5,600.0,1.5,16.0
43,1987,6,Madhya Pradesh,Hoshangabad,cotton,31000.0,193.55,5.22585,2.3226,5.22585,162001.35,72000.6,162001.35,28.0,65.0,6.0,700.0,3.0,22.0
43,1988,6,Madhya Pradesh,Hoshangabad,rice,11600.0,991.38,24.7845,11.89656,21.81036,287500.2,138000.09600000002,253000.176,25.0,80.0,6.5,1200.0,2.0,18.0
43,1988,6,Madhya Pradesh,Hoshangabad,maize,2400.0,1375.0,37.125,16.5,23.375,89100.0,39600.0,56100.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1988,6,Madhya Pradesh,Hoshangabad,chickpea,90100.0,536.07,9.649260000000002,5.3607000000000005,9.649260000000002,869398.3260000001,482999.07000000007,869398.3260000001,20.0,60.0,6.5,600.0,1.5,16.0
43,1988,6,Madhya Pradesh,Hoshangabad,cotton,34000.0,147.06,3.97062,1.76472,3.97062,135001.08,60000.48,135001.08,28.0,65.0,6.0,700.0,3.0,22.0
43,1989,6,Madhya Pradesh,Hoshangabad,rice,12000.0,1033.33,25.83325,12.399959999999998,22.73326,309998.99999999994,148799.52,272799.12,25.0,80.0,6.5,1200.0,2.0,18.0
43,1989,6,Madhya Pradesh,Hoshangabad,maize,2500.0,1520.0,41.04,18.24,25.84,102600.0,45600.00000000001,64600.0,22.0,70.0,6.0,800.0,2.5,20.0
43,1989,6,Madhya Pradesh,Hoshangabad,chickpea,93900.0,645.37,11.61666,6.4537,11.61666,1090804.374,606002.4299999999,1090804.374,20.0,60.0,6.5,600.0,1.5,16.0
43,1989,6,Madhya Pradesh,Hoshangabad,cotton,38400.0,127.6,3.4452,1.5312,3.4452,132295.68,58798.08,132295.68,28.0,65.0,6.0,700.0,3.0,22.0
43,1990,6,Madhya Pradesh,Hoshangabad,rice,11700.0,1205.13,30.12825,14.46156,26.51286,352500.525,169200.252,310200.462,25.0,80.0,6.5,1200.0,2.0,18.0
43,1990,6,Madhya Pradesh,Hoshangabad,maize,2300.0,1217.39,32.869530000000005,14.608680000000003,20.695630000000005,75599.91900000001,33599.96400000001,47599.94900000001,22.0,70.0,6.0,800.0,2.5,20.0
43,1990,6,Madhya Pradesh,Hoshangabad,chickpea,106100.0,902.92,16.25256,9.0292,16.25256,1724396.616,957998.12,1724396.616,20.0,60.0,6.5,600.0,1.5,16.0
43,1990,6,Madhya Pradesh,Hoshangabad,cotton,39090.0,91.58,2.47266,1.09896,2.47266,96656.2794,42958.3464,96656.2794,28.0,65.0,6.0,700.0,3.0,22.0
43,1991,6,Madhya Pradesh,Hoshangabad,rice,11700.0,1358.97,33.97425,16.30764,29.89734,397498.725,190799.388,349798.878,25.0,80.0,6.5,1200.0,2.0,18.0
43,1991,6,Madhya Pradesh,Hoshangabad,maize,2600.0,1192.31,32.19237,14.30772,20.26927,83700.162,37200.072,52700.102,22.0,70.0,6.0,800.0,2.5,20.0
43,1991,6,Madhya Pradesh,Hoshangabad,chickpea,112700.0,1096.72,19.74096,10.967199999999998,19.74096,2224806.192,1236003.4399999997,2224806.192,20.0,60.0,6.5,600.0,1.5,16.0
43,1991,6,Madhya Pradesh,Hoshangabad,cotton,28920.0,121.72,3.28644,1.46064,3.28644,95043.8448,42241.7088,95043.8448,28.0,65.0,6.0,700.0,3.0,22.0
